url,path,locale,page_family,current_index_state,in_sitemap,canonical_url,recommended_action,consolidation_target,priority,reason,evidence_required
https://www.glpzy.app/bg/custom-medication-tracker-iphone.html,bg/custom-medication-tracker-iphone.html,bg,commercial,noindex,no,https://www.glpzy.app/bg/custom-medication-tracker-iphone.html,keep_noindex_pending_native_review,,P0,No documented native-language approval exists for this locale.,"Native copy, medical wording and mobile layout must pass before indexing."
https://www.glpzy.app/bg/data-rights.html,bg/data-rights.html,bg,privacy,noindex,no,https://www.glpzy.app/bg/data-rights.html,keep_noindex_pending_native_review,,P0,No documented native-language approval exists for this locale.,"Native copy, medical wording and mobile layout must pass before indexing."
https://www.glpzy.app/bg/foundayo-tracker-iphone.html,bg/foundayo-tracker-iphone.html,bg,commercial,noindex,no,https://www.glpzy.app/bg/foundayo-tracker-iphone.html,keep_noindex_pending_native_review,,P0,No documented native-language approval exists for this locale.,"Native copy, medical wording and mobile layout must pass before indexing."
https://www.glpzy.app/bg/glp1-weight-dose-symptom-tracker.html,bg/glp1-weight-dose-symptom-tracker.html,bg,commercial,noindex,no,https://www.glpzy.app/bg/glp1-weight-dose-symptom-tracker.html,keep_noindex_pending_native_review,,P0,No documented native-language approval exists for this locale.,"Native copy, medical wording and mobile layout must pass before indexing."
https://www.glpzy.app/bg/,bg/index.html,bg,home,noindex,no,https://www.glpzy.app/bg/,keep_noindex_pending_native_review,,P0,No documented native-language approval exists for this locale.,"Native copy, medical wording and mobile layout must pass before indexing."
https://www.glpzy.app/bg/local-first-private-glp-tracker.html,bg/local-first-private-glp-tracker.html,bg,privacy,noindex,no,https://www.glpzy.app/bg/local-first-private-glp-tracker.html,keep_noindex_pending_native_review,,P0,No documented native-language approval exists for this locale.,"Native copy, medical wording and mobile layout must pass before indexing."
https://www.glpzy.app/bg/medical-safety.html,bg/medical-safety.html,bg,trust,noindex,no,https://www.glpzy.app/bg/medical-safety.html,keep_noindex_pending_native_review,,P0,No documented native-language approval exists for this locale.,"Native copy, medical wording and mobile layout must pass before indexing."
https://www.glpzy.app/bg/methodology.html,bg/methodology.html,bg,trust,noindex,no,https://www.glpzy.app/bg/methodology.html,keep_noindex_pending_native_review,,P0,No documented native-language approval exists for this locale.,"Native copy, medical wording and mobile layout must pass before indexing."
https://www.glpzy.app/bg/mounjaro-tracker-iphone.html,bg/mounjaro-tracker-iphone.html,bg,medicine,noindex,no,https://www.glpzy.app/bg/mounjaro-tracker-iphone.html,keep_noindex_pending_native_review,,P0,No documented native-language approval exists for this locale.,"Native copy, medical wording and mobile layout must pass before indexing."
https://www.glpzy.app/bg/overview.html,bg/overview.html,bg,other,noindex,no,https://www.glpzy.app/bg/overview.html,keep_noindex_pending_native_review,,P0,No documented native-language approval exists for this locale.,"Native copy, medical wording and mobile layout must pass before indexing."
https://www.glpzy.app/bg/ozempic-tracker-iphone.html,bg/ozempic-tracker-iphone.html,bg,commercial,noindex,no,https://www.glpzy.app/bg/ozempic-tracker-iphone.html,keep_noindex_pending_native_review,,P0,No documented native-language approval exists for this locale.,"Native copy, medical wording and mobile layout must pass before indexing."
https://www.glpzy.app/bg/privacy.html,bg/privacy.html,bg,privacy,noindex,no,https://www.glpzy.app/bg/privacy.html,keep_noindex_pending_native_review,,P0,No documented native-language approval exists for this locale.,"Native copy, medical wording and mobile layout must pass before indexing."
https://www.glpzy.app/bg/rybelsus-tracker-iphone.html,bg/rybelsus-tracker-iphone.html,bg,commercial,noindex,no,https://www.glpzy.app/bg/rybelsus-tracker-iphone.html,keep_noindex_pending_native_review,,P0,No documented native-language approval exists for this locale.,"Native copy, medical wording and mobile layout must pass before indexing."
https://www.glpzy.app/bg/saxenda-tracker-iphone.html,bg/saxenda-tracker-iphone.html,bg,commercial,noindex,no,https://www.glpzy.app/bg/saxenda-tracker-iphone.html,keep_noindex_pending_native_review,,P0,No documented native-language approval exists for this locale.,"Native copy, medical wording and mobile layout must pass before indexing."
https://www.glpzy.app/bg/semaglutide-tracker-iphone.html,bg/semaglutide-tracker-iphone.html,bg,ingredient,noindex,no,https://www.glpzy.app/bg/semaglutide-tracker-iphone.html,keep_noindex_pending_native_review,,P0,No documented native-language approval exists for this locale.,"Native copy, medical wording and mobile layout must pass before indexing."
https://www.glpzy.app/bg/support.html,bg/support.html,bg,trust,noindex,no,https://www.glpzy.app/bg/support.html,keep_noindex_pending_native_review,,P0,No documented native-language approval exists for this locale.,"Native copy, medical wording and mobile layout must pass before indexing."
https://www.glpzy.app/bg/terms.html,bg/terms.html,bg,trust,noindex,no,https://www.glpzy.app/bg/terms.html,keep_noindex_pending_native_review,,P0,No documented native-language approval exists for this locale.,"Native copy, medical wording and mobile layout must pass before indexing."
https://www.glpzy.app/bg/tirzepatide-tracker-iphone.html,bg/tirzepatide-tracker-iphone.html,bg,ingredient,noindex,no,https://www.glpzy.app/bg/tirzepatide-tracker-iphone.html,keep_noindex_pending_native_review,,P0,No documented native-language approval exists for this locale.,"Native copy, medical wording and mobile layout must pass before indexing."
https://www.glpzy.app/bg/trulicity-tracker-iphone.html,bg/trulicity-tracker-iphone.html,bg,commercial,noindex,no,https://www.glpzy.app/bg/trulicity-tracker-iphone.html,keep_noindex_pending_native_review,,P0,No documented native-language approval exists for this locale.,"Native copy, medical wording and mobile layout must pass before indexing."
https://www.glpzy.app/bg/victoza-tracker-iphone.html,bg/victoza-tracker-iphone.html,bg,commercial,noindex,no,https://www.glpzy.app/bg/victoza-tracker-iphone.html,keep_noindex_pending_native_review,,P0,No documented native-language approval exists for this locale.,"Native copy, medical wording and mobile layout must pass before indexing."
https://www.glpzy.app/bg/wegovy-tracker-iphone.html,bg/wegovy-tracker-iphone.html,bg,medicine,noindex,no,https://www.glpzy.app/bg/wegovy-tracker-iphone.html,keep_noindex_pending_native_review,,P0,No documented native-language approval exists for this locale.,"Native copy, medical wording and mobile layout must pass before indexing."
https://www.glpzy.app/bg/zepbound-tracker-iphone.html,bg/zepbound-tracker-iphone.html,bg,medicine,noindex,no,https://www.glpzy.app/bg/zepbound-tracker-iphone.html,keep_noindex_pending_native_review,,P0,No documented native-language approval exists for this locale.,"Native copy, medical wording and mobile layout must pass before indexing."
https://www.glpzy.app/bn/apple-health-glp-tracker.html,bn/apple-health-glp-tracker.html,bn,feature,noindex,no,https://www.glpzy.app/bn/apple-health-glp-tracker.html,keep_noindex_pending_native_review,,P0,No documented native-language approval exists for this locale.,"Native copy, medical wording and mobile layout must pass before indexing."
https://www.glpzy.app/bn/compounded-glp-tracker-iphone.html,bn/compounded-glp-tracker-iphone.html,bn,commercial,noindex,no,https://www.glpzy.app/bn/compounded-glp-tracker-iphone.html,keep_noindex_pending_native_review,,P0,No documented native-language approval exists for this locale.,"Native copy, medical wording and mobile layout must pass before indexing."
https://www.glpzy.app/bn/custom-medication-tracker-iphone.html,bn/custom-medication-tracker-iphone.html,bn,commercial,noindex,no,https://www.glpzy.app/bn/custom-medication-tracker-iphone.html,keep_noindex_pending_native_review,,P0,No documented native-language approval exists for this locale.,"Native copy, medical wording and mobile layout must pass before indexing."
https://www.glpzy.app/bn/data-rights.html,bn/data-rights.html,bn,privacy,noindex,no,https://www.glpzy.app/bn/data-rights.html,keep_noindex_pending_native_review,,P0,No documented native-language approval exists for this locale.,"Native copy, medical wording and mobile layout must pass before indexing."
https://www.glpzy.app/bn/foundayo-tracker-iphone.html,bn/foundayo-tracker-iphone.html,bn,commercial,noindex,no,https://www.glpzy.app/bn/foundayo-tracker-iphone.html,keep_noindex_pending_native_review,,P0,No documented native-language approval exists for this locale.,"Native copy, medical wording and mobile layout must pass before indexing."
https://www.glpzy.app/bn/glp1-weight-dose-symptom-tracker.html,bn/glp1-weight-dose-symptom-tracker.html,bn,commercial,noindex,no,https://www.glpzy.app/bn/glp1-weight-dose-symptom-tracker.html,keep_noindex_pending_native_review,,P0,No documented native-language approval exists for this locale.,"Native copy, medical wording and mobile layout must pass before indexing."
https://www.glpzy.app/bn/,bn/index.html,bn,home,noindex,no,https://www.glpzy.app/bn/,keep_noindex_pending_native_review,,P0,No documented native-language approval exists for this locale.,"Native copy, medical wording and mobile layout must pass before indexing."
https://www.glpzy.app/bn/local-first-private-glp-tracker.html,bn/local-first-private-glp-tracker.html,bn,privacy,noindex,no,https://www.glpzy.app/bn/local-first-private-glp-tracker.html,keep_noindex_pending_native_review,,P0,No documented native-language approval exists for this locale.,"Native copy, medical wording and mobile layout must pass before indexing."
https://www.glpzy.app/bn/medical-safety.html,bn/medical-safety.html,bn,trust,noindex,no,https://www.glpzy.app/bn/medical-safety.html,keep_noindex_pending_native_review,,P0,No documented native-language approval exists for this locale.,"Native copy, medical wording and mobile layout must pass before indexing."
https://www.glpzy.app/bn/methodology.html,bn/methodology.html,bn,trust,noindex,no,https://www.glpzy.app/bn/methodology.html,keep_noindex_pending_native_review,,P0,No documented native-language approval exists for this locale.,"Native copy, medical wording and mobile layout must pass before indexing."
https://www.glpzy.app/bn/mounjaro-tracker-iphone.html,bn/mounjaro-tracker-iphone.html,bn,medicine,noindex,no,https://www.glpzy.app/bn/mounjaro-tracker-iphone.html,keep_noindex_pending_native_review,,P0,No documented native-language approval exists for this locale.,"Native copy, medical wording and mobile layout must pass before indexing."
https://www.glpzy.app/bn/overview.html,bn/overview.html,bn,other,noindex,no,https://www.glpzy.app/bn/overview.html,keep_noindex_pending_native_review,,P0,No documented native-language approval exists for this locale.,"Native copy, medical wording and mobile layout must pass before indexing."
https://www.glpzy.app/bn/ozempic-tracker-iphone.html,bn/ozempic-tracker-iphone.html,bn,commercial,noindex,no,https://www.glpzy.app/bn/ozempic-tracker-iphone.html,keep_noindex_pending_native_review,,P0,No documented native-language approval exists for this locale.,"Native copy, medical wording and mobile layout must pass before indexing."
https://www.glpzy.app/bn/privacy.html,bn/privacy.html,bn,privacy,noindex,no,https://www.glpzy.app/bn/privacy.html,keep_noindex_pending_native_review,,P0,No documented native-language approval exists for this locale.,"Native copy, medical wording and mobile layout must pass before indexing."
https://www.glpzy.app/bn/rybelsus-tracker-iphone.html,bn/rybelsus-tracker-iphone.html,bn,commercial,noindex,no,https://www.glpzy.app/bn/rybelsus-tracker-iphone.html,keep_noindex_pending_native_review,,P0,No documented native-language approval exists for this locale.,"Native copy, medical wording and mobile layout must pass before indexing."
https://www.glpzy.app/bn/saxenda-tracker-iphone.html,bn/saxenda-tracker-iphone.html,bn,commercial,noindex,no,https://www.glpzy.app/bn/saxenda-tracker-iphone.html,keep_noindex_pending_native_review,,P0,No documented native-language approval exists for this locale.,"Native copy, medical wording and mobile layout must pass before indexing."
https://www.glpzy.app/bn/semaglutide-tracker-iphone.html,bn/semaglutide-tracker-iphone.html,bn,ingredient,noindex,no,https://www.glpzy.app/bn/semaglutide-tracker-iphone.html,keep_noindex_pending_native_review,,P0,No documented native-language approval exists for this locale.,"Native copy, medical wording and mobile layout must pass before indexing."
https://www.glpzy.app/bn/support.html,bn/support.html,bn,trust,noindex,no,https://www.glpzy.app/bn/support.html,keep_noindex_pending_native_review,,P0,No documented native-language approval exists for this locale.,"Native copy, medical wording and mobile layout must pass before indexing."
https://www.glpzy.app/bn/terms.html,bn/terms.html,bn,trust,noindex,no,https://www.glpzy.app/bn/terms.html,keep_noindex_pending_native_review,,P0,No documented native-language approval exists for this locale.,"Native copy, medical wording and mobile layout must pass before indexing."
https://www.glpzy.app/bn/tirzepatide-tracker-iphone.html,bn/tirzepatide-tracker-iphone.html,bn,ingredient,noindex,no,https://www.glpzy.app/bn/tirzepatide-tracker-iphone.html,keep_noindex_pending_native_review,,P0,No documented native-language approval exists for this locale.,"Native copy, medical wording and mobile layout must pass before indexing."
https://www.glpzy.app/bn/trulicity-tracker-iphone.html,bn/trulicity-tracker-iphone.html,bn,commercial,noindex,no,https://www.glpzy.app/bn/trulicity-tracker-iphone.html,keep_noindex_pending_native_review,,P0,No documented native-language approval exists for this locale.,"Native copy, medical wording and mobile layout must pass before indexing."
https://www.glpzy.app/bn/victoza-tracker-iphone.html,bn/victoza-tracker-iphone.html,bn,commercial,noindex,no,https://www.glpzy.app/bn/victoza-tracker-iphone.html,keep_noindex_pending_native_review,,P0,No documented native-language approval exists for this locale.,"Native copy, medical wording and mobile layout must pass before indexing."
https://www.glpzy.app/bn/wegovy-tracker-iphone.html,bn/wegovy-tracker-iphone.html,bn,medicine,noindex,no,https://www.glpzy.app/bn/wegovy-tracker-iphone.html,keep_noindex_pending_native_review,,P0,No documented native-language approval exists for this locale.,"Native copy, medical wording and mobile layout must pass before indexing."
https://www.glpzy.app/bn/zepbound-tracker-iphone.html,bn/zepbound-tracker-iphone.html,bn,medicine,noindex,no,https://www.glpzy.app/bn/zepbound-tracker-iphone.html,keep_noindex_pending_native_review,,P0,No documented native-language approval exists for this locale.,"Native copy, medical wording and mobile layout must pass before indexing."
https://www.glpzy.app/compounded-glp-tracker-iphone.html,compounded-glp-tracker-iphone.html,root,commercial,index,yes,https://www.glpzy.app/compounded-glp-tracker-iphone.html,monitor_then_consolidate,https://www.glpzy.app/glp1-weight-dose-symptom-tracker.html,P1,The page overlaps a broader ingredient or tracker intent.,"Keep for 28 days, then merge only if Search Console shows no distinct query demand."
https://www.glpzy.app/cs/apple-health-glp-tracker.html,cs/apple-health-glp-tracker.html,cs,feature,noindex,no,https://www.glpzy.app/cs/apple-health-glp-tracker.html,keep_noindex_pending_native_review,,P0,No documented native-language approval exists for this locale.,"Native copy, medical wording and mobile layout must pass before indexing."
https://www.glpzy.app/cs/compounded-glp-tracker-iphone.html,cs/compounded-glp-tracker-iphone.html,cs,commercial,noindex,no,https://www.glpzy.app/cs/compounded-glp-tracker-iphone.html,keep_noindex_pending_native_review,,P0,No documented native-language approval exists for this locale.,"Native copy, medical wording and mobile layout must pass before indexing."
https://www.glpzy.app/cs/custom-medication-tracker-iphone.html,cs/custom-medication-tracker-iphone.html,cs,commercial,noindex,no,https://www.glpzy.app/cs/custom-medication-tracker-iphone.html,keep_noindex_pending_native_review,,P0,No documented native-language approval exists for this locale.,"Native copy, medical wording and mobile layout must pass before indexing."
https://www.glpzy.app/cs/data-rights.html,cs/data-rights.html,cs,privacy,noindex,no,https://www.glpzy.app/cs/data-rights.html,keep_noindex_pending_native_review,,P0,No documented native-language approval exists for this locale.,"Native copy, medical wording and mobile layout must pass before indexing."
https://www.glpzy.app/cs/foundayo-tracker-iphone.html,cs/foundayo-tracker-iphone.html,cs,commercial,noindex,no,https://www.glpzy.app/cs/foundayo-tracker-iphone.html,keep_noindex_pending_native_review,,P0,No documented native-language approval exists for this locale.,"Native copy, medical wording and mobile layout must pass before indexing."
https://www.glpzy.app/cs/glp1-weight-dose-symptom-tracker.html,cs/glp1-weight-dose-symptom-tracker.html,cs,commercial,noindex,no,https://www.glpzy.app/cs/glp1-weight-dose-symptom-tracker.html,keep_noindex_pending_native_review,,P0,No documented native-language approval exists for this locale.,"Native copy, medical wording and mobile layout must pass before indexing."
https://www.glpzy.app/cs/,cs/index.html,cs,home,noindex,no,https://www.glpzy.app/cs/,keep_noindex_pending_native_review,,P0,No documented native-language approval exists for this locale.,"Native copy, medical wording and mobile layout must pass before indexing."
https://www.glpzy.app/cs/local-first-private-glp-tracker.html,cs/local-first-private-glp-tracker.html,cs,privacy,noindex,no,https://www.glpzy.app/cs/local-first-private-glp-tracker.html,keep_noindex_pending_native_review,,P0,No documented native-language approval exists for this locale.,"Native copy, medical wording and mobile layout must pass before indexing."
https://www.glpzy.app/cs/medical-safety.html,cs/medical-safety.html,cs,trust,noindex,no,https://www.glpzy.app/cs/medical-safety.html,keep_noindex_pending_native_review,,P0,No documented native-language approval exists for this locale.,"Native copy, medical wording and mobile layout must pass before indexing."
https://www.glpzy.app/cs/methodology.html,cs/methodology.html,cs,trust,noindex,no,https://www.glpzy.app/cs/methodology.html,keep_noindex_pending_native_review,,P0,No documented native-language approval exists for this locale.,"Native copy, medical wording and mobile layout must pass before indexing."
https://www.glpzy.app/cs/mounjaro-tracker-iphone.html,cs/mounjaro-tracker-iphone.html,cs,medicine,noindex,no,https://www.glpzy.app/cs/mounjaro-tracker-iphone.html,keep_noindex_pending_native_review,,P0,No documented native-language approval exists for this locale.,"Native copy, medical wording and mobile layout must pass before indexing."
https://www.glpzy.app/cs/overview.html,cs/overview.html,cs,other,noindex,no,https://www.glpzy.app/cs/overview.html,keep_noindex_pending_native_review,,P0,No documented native-language approval exists for this locale.,"Native copy, medical wording and mobile layout must pass before indexing."
https://www.glpzy.app/cs/ozempic-tracker-iphone.html,cs/ozempic-tracker-iphone.html,cs,commercial,noindex,no,https://www.glpzy.app/cs/ozempic-tracker-iphone.html,keep_noindex_pending_native_review,,P0,No documented native-language approval exists for this locale.,"Native copy, medical wording and mobile layout must pass before indexing."
https://www.glpzy.app/cs/privacy.html,cs/privacy.html,cs,privacy,noindex,no,https://www.glpzy.app/cs/privacy.html,keep_noindex_pending_native_review,,P0,No documented native-language approval exists for this locale.,"Native copy, medical wording and mobile layout must pass before indexing."
https://www.glpzy.app/cs/rybelsus-tracker-iphone.html,cs/rybelsus-tracker-iphone.html,cs,commercial,noindex,no,https://www.glpzy.app/cs/rybelsus-tracker-iphone.html,keep_noindex_pending_native_review,,P0,No documented native-language approval exists for this locale.,"Native copy, medical wording and mobile layout must pass before indexing."
https://www.glpzy.app/cs/saxenda-tracker-iphone.html,cs/saxenda-tracker-iphone.html,cs,commercial,noindex,no,https://www.glpzy.app/cs/saxenda-tracker-iphone.html,keep_noindex_pending_native_review,,P0,No documented native-language approval exists for this locale.,"Native copy, medical wording and mobile layout must pass before indexing."
https://www.glpzy.app/cs/semaglutide-tracker-iphone.html,cs/semaglutide-tracker-iphone.html,cs,ingredient,noindex,no,https://www.glpzy.app/cs/semaglutide-tracker-iphone.html,keep_noindex_pending_native_review,,P0,No documented native-language approval exists for this locale.,"Native copy, medical wording and mobile layout must pass before indexing."
https://www.glpzy.app/cs/support.html,cs/support.html,cs,trust,noindex,no,https://www.glpzy.app/cs/support.html,keep_noindex_pending_native_review,,P0,No documented native-language approval exists for this locale.,"Native copy, medical wording and mobile layout must pass before indexing."
https://www.glpzy.app/cs/terms.html,cs/terms.html,cs,trust,noindex,no,https://www.glpzy.app/cs/terms.html,keep_noindex_pending_native_review,,P0,No documented native-language approval exists for this locale.,"Native copy, medical wording and mobile layout must pass before indexing."
https://www.glpzy.app/cs/tirzepatide-tracker-iphone.html,cs/tirzepatide-tracker-iphone.html,cs,ingredient,noindex,no,https://www.glpzy.app/cs/tirzepatide-tracker-iphone.html,keep_noindex_pending_native_review,,P0,No documented native-language approval exists for this locale.,"Native copy, medical wording and mobile layout must pass before indexing."
https://www.glpzy.app/cs/trulicity-tracker-iphone.html,cs/trulicity-tracker-iphone.html,cs,commercial,noindex,no,https://www.glpzy.app/cs/trulicity-tracker-iphone.html,keep_noindex_pending_native_review,,P0,No documented native-language approval exists for this locale.,"Native copy, medical wording and mobile layout must pass before indexing."
https://www.glpzy.app/cs/victoza-tracker-iphone.html,cs/victoza-tracker-iphone.html,cs,commercial,noindex,no,https://www.glpzy.app/cs/victoza-tracker-iphone.html,keep_noindex_pending_native_review,,P0,No documented native-language approval exists for this locale.,"Native copy, medical wording and mobile layout must pass before indexing."
https://www.glpzy.app/cs/wegovy-tracker-iphone.html,cs/wegovy-tracker-iphone.html,cs,medicine,noindex,no,https://www.glpzy.app/cs/wegovy-tracker-iphone.html,keep_noindex_pending_native_review,,P0,No documented native-language approval exists for this locale.,"Native copy, medical wording and mobile layout must pass before indexing."
https://www.glpzy.app/cs/zepbound-tracker-iphone.html,cs/zepbound-tracker-iphone.html,cs,medicine,noindex,no,https://www.glpzy.app/cs/zepbound-tracker-iphone.html,keep_noindex_pending_native_review,,P0,No documented native-language approval exists for this locale.,"Native copy, medical wording and mobile layout must pass before indexing."
